date,self_weight,neighbour_weight
2023-11-10,0.0877632,0.9122368
2023-11-13,0.07765635,0.9223437
2023-11-14,0.08803242,0.9119676
2023-11-15,0.07839979,0.9216002
2023-11-16,0.08449583,0.91550416
2023-11-17,0.082246244,0.91775376
2023-11-20,0.08491346,0.9150865
2023-11-21,0.08606512,0.9139349
2023-11-22,0.09527499,0.904725
2023-11-24,0.08375029,0.9162497
2023-11-27,0.08887138,0.91112864
2023-11-28,0.08280322,0.91719675
2023-11-29,0.0833935,0.9166065
2023-11-30,0.08789942,0.91210055
2023-12-01,0.08664016,0.9133598
2023-12-04,0.06800207,0.93199795
2023-12-05,0.09166262,0.90833735
